,id_ta,food,service,value,atmosphere,is_verified,has_phone_number,has_hours,has_website,has_menu,distance,has_tcAward
636,d10226391,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
637,d719048,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
638,d12535822,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
639,d10054994,,,,,0.0,1.0,1.0,1.0,0.0,2.2,0.0
640,d8286559,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
641,d7284563,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
642,d5792596,,,,,,,,,,,
643,d4305921,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
644,d5517686,45.0,35.0,45.0,,0.0,1.0,1.0,1.0,0.0,3.9,0.0
645,d12395867,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
646,d3742785,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
647,d4481376,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
648,d7124372,,,,,0.0,1.0,1.0,1.0,0.0,4.6,0.0
649,d6466802,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,,0.0
650,d5768321,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.1,0.0
651,d10348179,35.0,30.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
652,d1903231,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,1.2,1.0
653,d12068318,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
654,d7714652,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
655,d1056379,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,,0.0
656,d1727978,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
657,d12323734,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
658,d844484,40.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,1.6,0.0
659,d4453379,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0
660,d11824050,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
661,d12930608,35.0,40.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
662,d3807704,35.0,45.0,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
663,d5795667,,,,,,,,,,,
664,d10321552,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
665,d3516306,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,,0.0
666,d7835670,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
667,d7045736,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
668,d1841402,30.0,30.0,30.0,30.0,0.0,1.0,1.0,1.0,0.0,,0.0
669,d5513738,,,,,0.0,1.0,1.0,1.0,0.0,2.3,0.0
670,d7062082,,,,,,,,,,,
671,d4242121,25.0,25.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
672,d1200317,35.0,35.0,40.0,30.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
673,d12416567,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
674,d8462247,35.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
675,d12611067,,,,,,,,,,,
676,d987851,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,1.8,0.0
677,d3682984,20.0,20.0,20.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
678,d7234492,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
679,d10494492,,,,,,,,,,,
680,d5443514,40.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0
681,d9804458,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
682,d732097,,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
683,d7123339,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
684,d10356334,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
685,d991066,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
686,d2161195,40.0,40.0,40.0,30.0,0.0,1.0,1.0,1.0,0.0,,0.0
687,d9866008,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
688,d2055704,45.0,40.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
689,d11756499,45.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
690,d11802036,,,,,0.0,1.0,1.0,1.0,0.0,2.5,0.0
691,d8461856,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
692,d942184,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
693,d12839024,,,,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
694,d715349,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
695,d2069492,40.0,35.0,40.0,30.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
696,d12162552,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
697,d3337318,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
698,d12599659,,,,,,,,,,,
699,d10554015,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
700,d5956891,45.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,,0.0
701,d3478880,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
702,d7688421,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,1.4,1.0
703,d10465341,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
704,d5617412,,,,,,,,,,,
705,d8704716,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
706,d10304970,40.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,2.5,0.0
707,d7215853,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
708,d7288022,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
709,d2706475,30.0,30.0,25.0,,0.0,1.0,1.0,1.0,0.0,1.5,0.0
710,d10226638,,,,,,,,,,,
711,d4225335,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,1.2,0.0
712,d12207955,35.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
713,d5825678,40.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
714,d1326612,40.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,,1.0
715,d7604711,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,,0.0
716,d1044516,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
717,d1954163,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,,1.0
718,d7123772,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
719,d3863423,45.0,40.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
720,d13223254,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
721,d5794880,35.0,30.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
722,d1089859,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,1.9,0.0
723,d8791656,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
724,d1504635,30.0,35.0,30.0,25.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
725,d4504580,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,1.1,1.0
726,d3207179,40.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
727,d10497840,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
728,d10697247,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,1.0
729,d730383,,,,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
730,d9805995,,,,,0.0,1.0,1.0,1.0,0.0,2.2,0.0
731,d7629581,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0
732,d1641167,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
733,d7907494,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
734,d696273,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,,1.0
735,d1389133,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
736,d10375857,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
737,d718628,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
738,d7342177,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
739,d1161914,40.0,35.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
740,d3347841,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
741,d857903,35.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,,0.0
742,d1367467,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
743,d12802601,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
744,d11832181,,,,,0.0,1.0,1.0,1.0,0.0,4.9,0.0
745,d13225068,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
746,d6541738,35.0,30.0,35.0,30.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
747,d9711359,,,,,,,,,,,
748,d10454189,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
749,d10517399,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
750,d783996,45.0,40.0,40.0,30.0,0.0,1.0,1.0,1.0,0.0,1.7,0.0
751,d4505178,35.0,40.0,35.0,30.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
752,d10400039,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
753,d10521562,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
754,d4910667,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
755,d5122283,35.0,25.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
756,d8651920,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
757,d10483786,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
758,d8857538,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
759,d11929290,40.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
760,d12146201,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
761,d1674251,35.0,30.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
762,d1367333,45.0,50.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0
763,d7194365,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
764,d9789972,,,,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
765,d1119496,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
766,d4609400,30.0,30.0,35.0,25.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
767,d5977515,35.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
768,d6973248,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
769,d990774,,,,,,,,,,,
770,d10231160,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
771,d12476558,40.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
772,d1166948,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
773,d12556917,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
774,d12998030,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
775,d12962071,45.0,50.0,45.0,,0.0,1.0,1.0,1.0,0.0,,1.0
776,d6214454,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
777,d3822624,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
778,d10467865,35.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
779,d3619544,45.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.9,0.0
780,d5981486,35.0,30.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
781,d7177377,45.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,1.5,0.0
782,d8782593,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
783,d8339942,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
784,d12224017,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
785,d4834253,45.0,45.0,50.0,45.0,0.0,1.0,1.0,1.0,0.0,,0.0
786,d8464231,25.0,25.0,20.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
787,d1435274,35.0,35.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
788,d6807201,40.0,30.0,35.0,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
789,d2184312,45.0,35.0,45.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
790,d12538622,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
791,d4769839,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
792,d1335294,30.0,30.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
793,d5439629,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
794,d7810107,,,,,0.0,1.0,1.0,1.0,0.0,2.0,0.0
795,d8858216,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.6,1.0
796,d13002957,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
797,d6499017,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
798,d1782753,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
799,d2151486,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.9,0.0
800,d6975734,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
801,d6280599,30.0,25.0,30.0,,0.0,1.0,1.0,1.0,0.0,,0.0
802,d7198811,40.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,2.0,0.0
803,d969073,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
804,d10468323,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
805,d10836642,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
806,d4980156,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
807,d4747665,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.7,0.0
808,d6473738,45.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,2.5,0.0
809,d12503231,,,,,,,,,,,
810,d1553145,25.0,25.0,20.0,30.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
811,d7688447,40.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
812,d12967645,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.3,1.0
813,d7856068,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
814,d7387621,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
815,d2718569,40.0,30.0,40.0,30.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
816,d1948863,30.0,30.0,30.0,25.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
817,d7093983,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
818,d2089267,35.0,35.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
819,d11945820,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
820,d9796702,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
821,d2619476,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
822,d4338947,40.0,30.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,1.3,0.0
823,d1017802,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
824,d3544285,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
825,d10372287,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
826,d11947364,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
827,d8841790,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0
828,d1232149,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
829,d4104897,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
830,d1724600,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
831,d10047330,,,,,,,,,,,
832,d11806031,,,,,,,,,,,
833,d4102092,40.0,35.0,30.0,35.0,0.0,1.0,1.0,1.0,0.0,0.9,0.0
834,d13168228,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
835,d10784327,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
836,d911249,40.0,40.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
837,d12988669,50.0,50.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.4,1.0
838,d11771167,,,,,0.0,1.0,1.0,1.0,0.0,1.3,0.0
839,d8534515,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
840,d4770262,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
841,d997742,35.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
842,d12899150,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
843,d2061785,40.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
844,d2019869,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
845,d3510397,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
846,d3572311,35.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
847,d6522140,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,3.1,0.0
848,d2348212,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
849,d10159455,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,1.0
850,d782261,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
851,d2109477,,,,,,,,,,,
852,d9796579,,,,,,,,,,,
853,d4402846,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0
854,d8541899,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
855,d4432646,,,,,,,,,,,
856,d1038800,30.0,35.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.8,0.0
857,d9771181,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
858,d2322652,40.0,35.0,40.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
859,d2072935,35.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
860,d3954108,45.0,45.0,45.0,50.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0
861,d2439609,40.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
862,d814231,45.0,45.0,40.0,50.0,0.0,1.0,1.0,1.0,0.0,1.3,1.0
863,d1884530,35.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
864,d694891,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
865,d12291291,30.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0
866,d12909028,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.1,1.0
867,d8449738,45.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
868,d815943,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
869,d5798343,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
870,d12328596,25.0,25.0,25.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
871,d10057590,,,,,0.0,1.0,1.0,1.0,0.0,0.8,0.0
872,d3842274,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
873,d12880340,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.3,1.0
874,d1444280,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
875,d2703640,50.0,40.0,50.0,40.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
876,d3981277,40.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.7,1.0
877,d1889348,45.0,45.0,45.0,40.0,0.0,1.0,1.0,1.0,0.0,,0.0
878,d4222546,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
879,d10059544,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
880,d7818372,,,,,0.0,1.0,1.0,1.0,0.0,3.2,0.0
881,d10052677,,,,,0.0,1.0,1.0,1.0,0.0,0.4,0.0
882,d8685428,,,,,,,,,,,
883,d1017382,30.0,25.0,25.0,25.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
884,d2572401,45.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
885,d5872661,,,,,,,,,,,
886,d4025775,40.0,45.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
887,d2614258,,,,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
888,d13083608,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
889,d10785527,35.0,35.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
890,d3398819,35.0,30.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
891,d743412,40.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,,1.0
892,d2214010,40.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
893,d12413351,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
894,d1986748,45.0,40.0,35.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
895,d9743120,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
896,d3626343,40.0,45.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,0.0
897,d2356446,45.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0
898,d6977443,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.7,0.0
899,d5862883,,,,,,,,,,,
900,d1316063,45.0,40.0,45.0,35.0,0.0,1.0,1.0,1.0,0.0,0.2,0.0
901,d718650,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
902,d12257888,35.0,30.0,30.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
903,d11841507,35.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
904,d7396109,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.3,1.0
905,d1078175,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.4,1.0
906,d11826818,50.0,45.0,50.0,,0.0,1.0,1.0,1.0,0.0,,0.0
907,d5615778,45.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
908,d7689925,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
909,d3914658,40.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
910,d1402274,40.0,40.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
911,d3971365,,,,,0.0,1.0,1.0,1.0,0.0,2.1,0.0
912,d997404,40.0,40.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
913,d5770110,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,1.9,0.0
914,d5122301,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
915,d11957077,,,,,0.0,1.0,1.0,1.0,0.0,0.7,0.0
916,d2255636,40.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
917,d5798908,,,,,,,,,,,
918,d4505920,45.0,45.0,45.0,45.0,0.0,1.0,1.0,1.0,0.0,0.2,1.0
919,d8765247,35.0,40.0,45.0,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
920,d8606855,,,,,0.0,1.0,1.0,1.0,0.0,0.5,0.0
921,d1978715,40.0,30.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.6,0.0
922,d4769864,40.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,,0.0
923,d10373079,40.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
924,d8493145,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.7,1.0
925,d4474527,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
926,d11737024,,,,,0.0,1.0,1.0,1.0,0.0,2.9,0.0
927,d942681,,,,,,,,,,,
928,d1048142,45.0,45.0,40.0,,0.0,1.0,1.0,1.0,0.0,0.9,0.0
929,d6404771,,,,,0.0,1.0,1.0,1.0,0.0,0.6,0.0
930,d951225,35.0,30.0,35.0,35.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
931,d1878972,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.3,0.0
932,d6437737,,,,,,,,,,,
933,d6857419,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
934,d3530610,40.0,40.0,40.0,40.0,0.0,1.0,1.0,1.0,0.0,0.1,0.0
935,d4991858,,,,,0.0,1.0,1.0,1.0,0.0,0.1,0.0
936,d7032460,,,,,0.0,1.0,1.0,1.0,0.0,0.2,0.0
937,d2695790,,,,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
938,d12712502,30.0,35.0,35.0,,0.0,1.0,1.0,1.0,0.0,,0.0
939,d11797353,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,,0.0
940,d1053302,35.0,35.0,30.0,40.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
941,d12355632,,,,,0.0,1.0,1.0,1.0,0.0,1.6,0.0
942,d10126765,40.0,40.0,40.0,,0.0,1.0,1.0,1.0,0.0,2.7,0.0
943,d7079573,30.0,40.0,35.0,,0.0,1.0,1.0,1.0,0.0,0.3,0.0
944,d9994334,,,,,0.0,1.0,1.0,1.0,0.0,1.7,0.0
945,d3839670,35.0,35.0,35.0,30.0,0.0,1.0,1.0,1.0,0.0,,0.0
946,d10457800,,,,,0.0,1.0,1.0,1.0,0.0,,0.0
947,d7122213,45.0,45.0,45.0,,0.0,1.0,1.0,1.0,0.0,3.7,0.0
948,d8636484,50.0,50.0,50.0,,0.0,1.0,1.0,1.0,0.0,1.2,0.0
949,d1440167,45.0,45.0,40.0,45.0,0.0,1.0,1.0,1.0,0.0,0.1,1.0
950,d4226553,45.0,40.0,45.0,35.0,0.0,1.0,1.0,1.0,0.0,0.9,1.0
